cust_id,accno,bureau_mbr_id,account_type_cd,open_dt,closed_dt,score_dt,balance_dt,month_diff,balance_amt,credit_lim_amt,original_loan_amt,past_due_amt,dayspastdue,pay_rating_cd,account_status_cd,actual_pymnt_amt,SUITFILED_WILFULDEFAULT,WRITTEN_OFF_AND_SETTLED,Sec_Uns,Reg_Com,Sec_Mov,Pdt_Cls,Category,relFinCd
2001,201001,1001,047,20210901,99991231,20240301,20240301,0,500000,-1.0,720000.0,0.0,0,S,O,20000.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20240201,1,492000,-1.0,720000.0,0.0,0,S,O,19680.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20240101,2,484000,-1.0,720000.0,0.0,0,S,O,19360.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20231201,3,476000,-1.0,720000.0,0.0,0,S,O,19040.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20231101,4,468000,-1.0,720000.0,0.0,0,S,O,18720.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20231001,5,460000,-1.0,720000.0,0.0,0,S,O,18400.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230901,6,452000,-1.0,720000.0,0.0,0,S,O,18080.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230801,7,444000,-1.0,720000.0,0.0,0,S,O,17760.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230701,8,436000,-1.0,720000.0,0.0,0,S,O,17440.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230601,9,428000,-1.0,720000.0,0.0,0,S,O,17120.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230501,10,420000,-1.0,720000.0,0.0,0,S,O,16800.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230401,11,412000,-1.0,720000.0,0.0,0,S,O,16480.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230301,12,404000,-1.0,720000.0,0.0,0,S,O,16160.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230201,13,396000,-1.0,720000.0,0.0,0,S,O,15840.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20230101,14,388000,-1.0,720000.0,0.0,0,S,O,15520.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20221201,15,380000,-1.0,720000.0,0.0,0,S,O,15200.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20221101,16,372000,-1.0,720000.0,0.0,0,S,O,14880.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20221001,17,364000,-1.0,720000.0,0.0,0,S,O,14560.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220901,18,356000,-1.0,720000.0,0.0,0,S,O,14240.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220801,19,348000,-1.0,720000.0,0.0,0,S,O,13920.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220701,20,340000,-1.0,720000.0,0.0,0,S,O,13600.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220601,21,332000,-1.0,720000.0,0.0,0,S,O,13280.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220501,22,324000,-1.0,720000.0,0.0,0,S,O,12960.0,,,Sec,Regular,SecMov,RegSec,PSB,1
2001,201001,1001,047,20210901,99991231,20240301,20220401,23,316000,-1.0,720000.0,0.0,0,S,O,12640.0,,,Sec,Regular,SecMov,RegSec,PSB,1
